,id,category,list_type,beds,baths,sq_ft_price,price_KES,district,neighborhood,street,latitude,longitude,clean_grab
0,3394167,Flat & Apartment,For Rent, 2,0,0,120000,Westlands,Brookside,0,-1.2561635,36.79194040000001,OK
1,3399035,Flat & Apartment,For Rent, 2,0,77,96000,Ridgeways,0,0,-1.2306875,36.8492471,OK
2,3433894,Flat & Apartment,For Rent, 2,0,46,70000,Dagoretti North,Valley Arcade,Lavington,-1.2907232,36.7691572,OK
3,3433821,Flat & Apartment,For Rent, 2, 2,0,200000,Westlands,Westlands Area,Kingfisher Nest,-1.2584527,36.8047544,OK
4,3433777,Flat & Apartment,For Rent, 4,0,0,110000,Westlands,Parklands,1St Parklands,-1.26327,36.8159483,OK
5,3433891,Flat & Apartment,For Rent, 3,0,23,130000,Dagoretti North,Lavington,0,-1.278937,36.7777984,OK
6,3433866,Flat & Apartment,For Rent, 2, 2,0,70000,Dagoretti North,Kilimani,Behind Junction Mall,-1.284168,36.824254,OK
7,3433673,Flat & Apartment,For Rent, 3, 2,0,240000,Westlands,Westlands Area,Peponi Road,-1.247638,36.796961,OK
8,3433825,Flat & Apartment,For Rent, 2, 2,0,26000,Dagoretti South,Uthiru/Ruthimitu,Ndumbuini,-1.2557958,36.7227025,OK
9,3433788,Studio,For Rent, 1, 1,0,65000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
10,3433720,Flat & Apartment,For Rent, 2, 2,0,200000,Westlands,Spring Valley,0,-1.2548381,36.79541469999999,OK
11,3433774,Flat & Apartment,For Rent, 2,0,0,260000,Westlands,Brookside,0,-1.2561635,36.79194040000001,OK
12,3433733,Flat & Apartment,For Rent, 2,0,0,90000,Westlands,Brookside,0,-1.2561635,36.79194040000001,OK
13,3433048,Flat & Apartment,For Rent, 2, 3,0,85000,Westlands,Riverside,0,-1.2722472,36.8025238,OK
14,3433376,Flat & Apartment,For Rent, 2, 3,0,140000,Westlands,Westlands Area,Raphta Rd,-1.264044,36.7847029,OK
15,3433674,Flat & Apartment,For Rent, 4, 4,0,230000,Westlands,Westlands Area,0,-1.2675001,36.812022,OK
16,3423070,Flat & Apartment,For Rent, 3,0,0,100000,Dagoretti North,Kileleshwa,Kandara Road,-1.2757039,36.7892886,OK
17,3433333,Flat & Apartment,For Rent, 3, 3,0,250000,Westlands,Riverside,0,-1.2722472,36.8025238,OK
18,3433340,Flat & Apartment,For Rent, 1, 1,0,110000,Westlands,Westlands Area,0,-1.2675001,36.812022,OK
19,3433600,Flat & Apartment,For Rent, 3, 3,0,350000,Westlands,Brookside,Brookeside Estate,-1.2561635,36.79194040000001,OK
20,3433819,Flat & Apartment,For Rent, 4, 3,0,100000,Westlands,Parklands,0,-1.2598822,36.8178918,OK
21,3392978,Flat & Apartment,For Rent, 2, 1,0,28500,Dagoretti South,Riruta,0,-1.2938321,36.7397964,OK
22,3431652,Flat & Apartment,For Rent, 2, 2,0,55000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
23,3432835,Flat & Apartment,For Rent,0,0,0,50000,Ngong Road,0,0,-1.334992,36.6726212,OK
24,3433084,Flat & Apartment,For Rent, 2, 3,0,100000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
25,3433552,Flat & Apartment,For Rent, 1, 2,67,65000,Dagoretti North,Kilimani,Denis Pritt,-1.2855426,36.7881148,OK
26,3433559,Flat & Apartment,For Rent, 3, 3,0,90000,Dagoretti North,Kileleshwa,Kileleshwa Near Kasuku Centre,-1.275441,36.794799,OK
27,3433441,Flat & Apartment,For Rent, 3,0,0,140000,Westlands,Rhapta Road,0,-1.2660783,36.8004109,OK
28,3433485,Flat & Apartment,For Rent, 3, 3,0,85000,Westlands,Loresho,Loresho Apartment,-1.2633227,36.7415671,OK
29,3433442,Flat & Apartment,For Rent, 3,0,0,160000,Westlands,Rhapta Road,0,-1.2660783,36.8004109,OK
30,3431279,Flat & Apartment,For Rent, 4, 4,0,150000,Westlands,Rhapta Road,0,-1.2660783,36.8004109,OK
31,3433443,Flat & Apartment,For Rent, 2,0,0,230000,Westlands,Brookside,0,-1.2561635,36.79194040000001,OK
32,3433444,Flat & Apartment,For Rent, 3,0,0,120000,Westlands,Rhapta Road,0,-1.2660783,36.8004109,OK
33,3433440,Flat & Apartment,For Rent, 3,0,0,140000,Westlands,General Mathenge,0,-1.2539757,36.7996946,OK
34,3433452,Flat & Apartment,For Rent, 4, 3,106,200000,Westlands,Parklands,1St Parklands Avenue,-1.26327,36.8159483,OK
35,3433416,Flat & Apartment,For Rent, 2,0,0,170000,Westlands,Rhapta Road,0,-1.2660783,36.8004109,OK
36,3433466,Flat & Apartment,For Rent, 3, 3,80,150000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
37,3433465,Studio,For Rent, 1, 1,0,100000,Dagoretti North,Lavington,0,-1.278937,36.7777984,OK
38,3433478,Flat & Apartment,For Rent, 1, 2,0,70000,Westlands,Parklands,0,-1.2598822,36.8178918,OK
39,3433075,Flat & Apartment,For Rent, 3,0,0,130000,Westlands,Riverside,Riverside Drive,-1.2696645,36.7935343,OK
40,3429089,Flat & Apartment,For Rent, 2, 2,0,90000,Dagoretti North,Lavington,Thompson Masanduku,-1.2943739,36.7648223,OK
41,3433515,Flat & Apartment,For Rent, 2, 2,0,65000,Dagoretti North,Lavington,0,-1.278937,36.7777984,OK
42,3433067,Flat & Apartment,For Rent, 3,0,0,250000,Westlands,Brookside,Brookside Drive,-1.2566342,36.7908991,OK
43,3433365,Flat & Apartment,For Rent, 3, 2,0,80000,Kiambu Road,Edenville 2,0,-1.1721074,36.8298392,OK
44,3433155,Flat & Apartment,For Rent, 3,0,0,65000,Ridgeways,Kiambu Road,0,-1.2310484,36.84216,OK
45,3433351,Flat & Apartment,For Rent, 4, 4,0,85000,Kiambu Road,0,0,-1.2123808,36.8338316,OK
46,3433057,Flat & Apartment,For Rent, 2, 3,0,110000,Dagoretti North,Kilimani,Kolobot Drive,-1.2763623,36.8081683,OK
47,3433422,Flat & Apartment,For Rent, 3,0,0,140000,Dagoretti North,Kileleshwa,0,-1.2807389,36.7816864,OK
48,3433159,Flat & Apartment,For Rent, 2, 2,69,90000,Westlands,Brookside,0,-1.2561635,36.79194040000001,OK
49,3433271,Flat & Apartment,For Rent, 2, 3,35,75000,Westlands,Waiyaki Way,Near Kianda School,-1.2646909,36.7580129,OK
50,3433174,Flat & Apartment,For Rent, 2, 2,0,110000,Westlands,Riverside,Riverside Drive,-1.2696645,36.7935343,OK
51,3433151,Flat & Apartment,For Rent, 3, 2,0,65000,Kiambu Road,0,0,-1.2123808,36.8338316,OK
52,3433156,Flat & Apartment,For Rent, 2,0,0,180000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
53,3433419,Flat & Apartment,For Rent, 3, 3,0,225000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
54,3433417,Studio,For Rent, 1, 1,0,100000,Dagoretti North,Kilimani,Tigoni,0.0,0.0,ZERO_RESULTS
55,3433418,Flat & Apartment,For Rent, 3, 3,110,230000,Dagoretti North,Kilimani,Purple Haze,-1.2830848,36.7911339,OK
56,3432393,Flat & Apartment,For Rent, 2, 2,0,85000,Westlands,Parklands,0,-1.2598822,36.8178918,OK
57,3432070,Flat & Apartment,For Rent, 2,0,0,65000,Dagoretti North,Lavington,Diani Road,-1.2951129,36.7730971,OK
58,3433166,Flat & Apartment,For Rent, 2,0,0,180000,Westlands,Westlands Area,0,-1.2675001,36.812022,OK
59,3433070,Flat & Apartment,For Rent, 3, 4,0,225000,Westlands,Westlands Area,School Lane,-1.2596023,36.7999037,OK
60,3385244,Flat & Apartment,For Rent, 2, 3,0,280000,Westlands,Kitisuru,Kitisuru Road,-1.2370761,36.7726062,OK
61,3431032,Flat & Apartment,For Rent, 2, 2,0,260000,Westlands,Waiyaki Way,Church Road,-1.2605439,36.7970471,OK
62,3432074,Flat & Apartment,For Rent, 2,0,0,75000,Dagoretti North,Kileleshwa,Gatundu Close,-1.2805205,36.7828664,OK
63,3433382,Flat & Apartment,For Rent, 1,0,0,85000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
64,3431417,Flat & Apartment,For Rent, 3, 3,0,130000,Langata,Upper Hill,0,-1.298356,36.8132306,OK
65,3431594,Flat & Apartment,For Rent, 3, 4,0,76000,Kiambu Road,Mocoh Courtyard Thindigua,0,-1.2199544,36.8355247,OK
66,3429225,Flat & Apartment,For Rent, 2,0,0,170000,Westlands,Waiyaki Way,0,-1.2685652,36.8057413,OK
67,3433323,Flat & Apartment,For Rent, 3,0,64,100000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
68,3433061,Flat & Apartment,For Rent, 3,0,0,150000,Dagoretti North,Kilimani,Kolobot Drive,-1.2763623,36.8081683,OK
69,3432078,Flat & Apartment,For Rent, 4,0,0,90000,Dagoretti North,Kilimani,Riara Road,-1.2979887,36.7648938,OK
70,3433717,Flat & Apartment,For Rent, 2,0,0,60000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
71,3431245,Flat & Apartment,For Rent, 4, 3,0,140000,Westlands,Riverside,0,-1.2722472,36.8025238,OK
72,3429726,Flat & Apartment,For Rent, 3,0,0,95000,Westlands,Rhapta Road,0,-1.2660783,36.8004109,OK
73,3431037,Flat & Apartment,For Rent, 2,0,0,55000,Dagoretti North,Kileleshwa,0,-1.2807389,36.7816864,OK
74,3429798,Flat & Apartment,For Rent, 2, 2,0,80000,Westlands,Rhapta Road,0,-1.2660783,36.8004109,OK
75,3433205,Flat & Apartment,For Rent, 2, 3,0,85000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
76,3422101,Flat & Apartment,For Rent, 4, 4,67,150000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
77,3432399,Flat & Apartment,For Rent, 2, 3,0,150000,Langata,Karen,0,-1.316866,36.6903289,OK
78,3431936,Flat & Apartment,For Rent, 3,0,0,165000,Westlands,Rhapta Road,0,-1.2660783,36.8004109,OK
79,3432991,Flat & Apartment,For Rent, 2, 2,67,100000,Westlands,Riverside,Riverside Drive,-1.2696645,36.7935343,OK
80,3405774,Flat & Apartment,For Rent, 3, 3,0,230000,Westlands,Riverside,0,-1.2722472,36.8025238,OK
81,3431760,Flat & Apartment,For Rent, 3, 3,0,65000,Kiambu Road,0,0,-1.2123808,36.8338316,OK
82,3429889,Flat & Apartment,For Rent, 5, 6,0,450000,Westlands,General Mathenge,0,-1.2539757,36.7996946,OK
83,3428869,Flat & Apartment,For Rent, 3,0,0,260000,Westlands,General Mathenge,0,-1.2539757,36.7996946,OK
84,3432989,Flat & Apartment,For Rent, 3, 3,88,175000,Westlands,Parklands,0,-1.2598822,36.8178918,OK
85,3431416,Flat & Apartment,For Rent, 4, 3,0,155000,Dagoretti North,Lavington,0,-1.278937,36.7777984,OK
86,3429199,Flat & Apartment,For Rent, 2, 2,0,130000,Dagoretti North,Kileleshwa,Near Lavington Mall,-1.279882,36.770266,OK
87,3431627,Flat & Apartment,For Rent, 3, 2,0,150000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
88,3432404,Flat & Apartment,For Rent, 5, 5,0,500000,Westlands,General Mathenge,0,-1.2539757,36.7996946,OK
89,3432775,Flat & Apartment,For Rent, 3, 3,0,120000,Muthaiga,Muthaiga Area,Muthaiga,-1.2595108,36.8364444,OK
90,3432243,Flat & Apartment,For Rent, 3, 2,0,130000,Westlands,Parklands,0,-1.2598822,36.8178918,OK
91,3431937,Flat & Apartment,For Rent, 3, 2,0,130000,Dagoretti North,Kileleshwa,0,-1.2807389,36.7816864,OK
92,3432935,Flat & Apartment,For Rent, 3, 2,54,105000,Dagoretti North,Riara Road,0,-1.2960444,36.7567319,OK
93,3432630,Flat & Apartment,For Rent, 2, 2,0,65000,Dagoretti North,Valley Arcade,Korosho Road,-1.2930529,36.7706575,OK
94,3431156,Flat & Apartment,For Rent, 3, 2,0,110000,Dagoretti North,Lavington,0,-1.278937,36.7777984,OK
95,3431620,Flat & Apartment,For Rent, 3, 3,0,70000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
96,3423481,Flat & Apartment,For Rent, 5,0,0,260000,Westlands,Rhapta Road,0,-1.2660783,36.8004109,OK
97,3429090,Flat & Apartment,For Rent, 2, 2,0,130000,Westlands,Brookside,0,-1.2561635,36.79194040000001,OK
98,3430328,Flat & Apartment,For Rent, 3, 3,49,85000,Dagoretti North,Hurlingham,Kilimani,-1.29427,36.79937,OK
99,3432744,Flat & Apartment,For Rent, 3, 3,0,90000,Westlands,Loresho,0,-1.2518938,36.75398759999999,OK
100,3416597,Flat & Apartment,For Rent, 2, 3,6,105000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
101,3428747,Flat & Apartment,For Rent, 2, 3,63,95000,Dagoretti North,Kilimani,Lower Kabete,-1.2400437,36.7448213,OK
102,3419691,Flat & Apartment,For Rent, 3, 3,0,100000,Dagoretti North,Kilimani,Lenana Rd,-1.2887681,36.7943515,OK
103,3429923,Flat & Apartment,For Rent, 3, 4,0,120000,Westlands,General Mathenge,Gen. Mathege,-1.2539757,36.7996946,OK
104,3431621,Flat & Apartment,For Rent, 3, 2,0,80000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
105,3431577,Flat & Apartment,For Rent, 3, 3,0,140000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
106,3431309,Flat & Apartment,For Rent, 2, 2,52,100000,Westlands,Brookside,0,-1.2561635,36.79194040000001,OK
107,3428840,Flat & Apartment,For Rent, 3, 3,0,220000,Westlands,General Mathenge,0,-1.2539757,36.7996946,OK
108,3432846,Flat & Apartment,For Rent, 3, 3,0,85000,Westlands,Loresho,0,-1.2518938,36.75398759999999,OK
109,3429046,Flat & Apartment,For Rent, 3,0,0,85000,Dagoretti North,Riara Road,0,-1.2960444,36.7567319,OK
110,3432417,Flat & Apartment,For Rent, 2,0,0,80000,Westlands,Riverside,0,-1.2722472,36.8025238,OK
111,3432549,Flat & Apartment,For Rent, 3, 3,46,87500,Westlands,Rhapta Road,Westlands. Off Rhapta Road,-1.2647642,36.7916932,OK
112,3429402,Flat & Apartment,For Rent, 3, 4,0,230000,Westlands,Riverside,0,-1.2722472,36.8025238,OK
113,3430594,Flat & Apartment,For Rent, 2, 2,0,125000,Westlands,Riverside,0,-1.2722472,36.8025238,OK
114,3432667,Flat & Apartment,For Rent, 2,0,0,135000,Langata,Upper Hill,0,-1.298356,36.8132306,OK
115,3429006,Flat & Apartment,For Rent, 3, 4,0,150000,Westlands,Brookside,0,-1.2561635,36.79194040000001,OK
116,3429924,Flat & Apartment,For Rent, 2, 3,0,70000,Westlands,Brookside,Brookside Drive,-1.2566342,36.7908991,OK
117,3431970,Flat & Apartment,For Rent, 2, 2,77,200000,Westlands,Kitisuru,0,-1.2185985,36.80168700000001,OK
118,3432523,Flat & Apartment,For Rent, 2, 1,100,160000,Westlands,Brookside,Brookeside Estate,-1.2561635,36.79194040000001,OK
119,3432419,Flat & Apartment,For Rent, 3, 4,0,130000,Westlands,Parklands,Off Ojijo Road,-1.2674511,36.8120669,OK
120,3431582,Flat & Apartment,For Rent, 1, 1,0,95000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
121,3430081,Flat & Apartment,For Rent, 3, 3,0,150000,Dagoretti North,Kileleshwa,Laikipia Road,-1.2730152,36.7966012,OK
122,3430234,Flat & Apartment,For Rent, 3, 3,23,75000,Dagoretti North,Kilimani,Near Coptic Hospital,-1.2982966,36.7975012,OK
123,3426432,Flat & Apartment,For Rent, 3, 3,0,130000,Westlands,Riverside,Riverside Drive,-1.2696645,36.7935343,OK
124,3429912,Flat & Apartment,For Rent, 3, 4,0,105000,Dagoretti North,Kilimani,Riara Road,-1.2979887,36.7648938,OK
125,3431014,Flat & Apartment,For Rent, 3, 4,0,250000,Muthaiga,Old Muthaiga,0,-1.2500849,36.8213209,OK
126,3428130,Flat & Apartment,For Rent, 3, 4,0,100000,Dagoretti North,Lavington,Masanduku Lane,-1.2943739,36.7648223,OK
127,3430372,Flat & Apartment,For Rent, 2,0,0,120000,Dagoretti North,Kileleshwa,0,-1.2807389,36.7816864,OK
128,31405,Flat & Apartment,For Rent, 3, 4,0,200000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
129,3429768,Flat & Apartment,For Rent, 3, 4,0,220000,Westlands,Westlands Area,0,-1.2675001,36.812022,OK
130,3432901,Flat & Apartment,For Rent, 2,0,83,100000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
131,3432425,Flat & Apartment,For Rent, 3, 3,0,150000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
132,3432643,Flat & Apartment,For Rent, 3, 2,7,150000,Dagoretti North,Kilimani,Kirichwa Road,-1.2942147,36.7817814,OK
133,3432496,Flat & Apartment,For Rent, 1,0,0,133000,Westlands,Parklands,Keiyo Road,-1.2708851,36.8169493,OK
134,3429026,Flat & Apartment,For Rent, 3,0,0,110000,Dagoretti North,Kilimani,Ole Dume Road,-1.2976875,36.7744083,OK
135,3430092,Flat & Apartment,For Rent, 3, 2,0,150000,Dagoretti North,Kileleshwa,Laikipia Road,-1.2730152,36.7966012,OK
136,3430050,Flat & Apartment,For Rent, 3, 3,0,180000,Dagoretti North,Kileleshwa,Oloitoktok Road,-1.2907549,36.7777419,OK
137,3429793,Flat & Apartment,For Rent, 3, 3,62,100000,Dagoretti North,Dennis Pritt,0,-1.286516,36.7988595,OK
138,3432227,Flat & Apartment,For Rent, 3, 2,0,55000,Westlands,Kitisuru,New Kitisuru,-1.2349045,36.7496157,OK
139,3432490,Flat & Apartment,For Rent, 2,0,0,220000,Dagoretti North,Kilimani,Chaka Road,-1.2910401,36.7905661,OK
140,3432499,Flat & Apartment,For Rent, 2, 2,0,180000,Westlands,Parklands,Keiyo Road,-1.2708851,36.8169493,OK
141,3429934,Flat & Apartment,For Rent,0,0,0,85000,Westlands,Riverside,0,-1.2722472,36.8025238,OK
142,3431054,Flat & Apartment,For Rent, 2, 2,0,210000,Dagoretti North,Kilimani,Dennis Pritt,-1.286516,36.7988595,OK
143,3427165,Flat & Apartment,For Rent, 3,0,0,80000,Dagoretti North,Lavington,Athiru Road,-1.278937,36.7777984,OK
144,3432489,Flat & Apartment,For Rent, 1,0,0,170000,Dagoretti North,Kilimani,Chaka Road,-1.2910401,36.7905661,OK
145,3432671,Flat & Apartment,For Rent, 2,0,0,50000,Langata,Karen,Rhino Park,-1.3104849,36.6807428,OK
146,3426974,Flat & Apartment,For Rent, 2, 1,0,55000,Dagoretti North,Kilimani,Yaya Center,-1.2928832,36.7880683,OK
147,3431246,Flat & Apartment,For Rent, 1, 1,0,140000,Westlands,Riverside,0,-1.2722472,36.8025238,OK
148,3432488,Flat & Apartment,For Rent, 2,0,0,205000,Westlands,Parklands,Taarifa Road Off Ojijo Road,-1.2678682,36.8147394,OK
149,3431922,Flat & Apartment,For Rent, 1, 1,0,95000,Westlands,Riverside,0,-1.2722472,36.8025238,OK
150,3428071,Flat & Apartment,For Rent, 1,0,0,160000,Westlands,Waiyaki Way,0,-1.2685652,36.8057413,OK
151,3431288,Flat & Apartment,For Rent, 2, 2,0,100000,Dagoretti North,Kilimani,Kindaruma Road,-1.2977591,36.78987559999999,OK
152,3432773,Flat & Apartment,For Rent, 3,0,0,150000,Westlands,Westlands Area,Brookside,-1.258687,36.789753,OK
153,3432501,Flat & Apartment,For Rent, 2, 2,0,180000,Dagoretti North,Kilimani,Kindaruma Road,-1.2977591,36.78987559999999,OK
154,3428426,Flat & Apartment,For Rent, 2,0,0,130000,Westlands,Rhapta Road,0,-1.2660783,36.8004109,OK
155,3425782,Flat & Apartment,For Rent, 2, 2,0,110000,Dagoretti North,Kilimani,Kitale Lane,-1.283616,36.7918793,OK
156,3430967,Flat & Apartment,For Rent, 4,0,54,135000,Dagoretti North,Kilimani,Nairobi,0.0,0.0,ZERO_RESULTS
157,3430760,Flat & Apartment,For Rent, 3,0,62,80000,Westlands,Parklands,1St Parklands Avenue,-1.26327,36.8159483,OK
158,3432420,Flat & Apartment,For Rent, 4,0,0,105000,Westlands,Parklands,2Nd Parklands,-1.2612514,36.8170701,OK
159,3428922,Flat & Apartment,For Rent, 5, 5,0,250000,Westlands,Spring Valley,0,-1.2548381,36.79541469999999,OK
160,3432432,Studio,For Rent, 1,0,0,140000,Westlands,Parklands,Taarifa Road Off Ojijo Road,-1.2678682,36.8147394,OK
161,3432063,Flat & Apartment,For Rent, 3,0,0,45000,Westlands,Kitisuru,New Kitisuru,-1.2349045,36.7496157,OK
162,3432497,Flat & Apartment,For Rent, 2,0,0,170000,Westlands,Parklands,Keiyo Road,-1.2708851,36.8169493,OK
163,3429406,Flat & Apartment,For Rent, 2, 2,0,150000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
164,3430689,Flat & Apartment,For Rent, 4, 4,0,160000,Westlands,Kitisuru,General Mathenge,-1.2539757,36.7996946,OK
165,3432826,Flat & Apartment,For Rent, 3, 3,0,230000,Dagoretti North,Lavington,Along Hatheru Road,-1.2915787,36.7573186,OK
166,3429016,Flat & Apartment,For Rent, 4, 4,0,200000,Westlands,General Mathenge,0,-1.2539757,36.7996946,OK
167,3432562,Flat & Apartment,For Rent, 3, 3,38,75000,Westlands,Parklands,Parklands Near Premier Academy,-1.2683794,36.812734,OK
168,3421774,Flat & Apartment,For Rent, 3,0,0,90000,Dagoretti North,Lavington,Hatheru Road,-1.2915787,36.7573186,OK
169,3432423,Studio,For Rent, 1,0,0,120000,Westlands,Parklands,Off Ojijo Road,-1.2674511,36.8120669,OK
170,3432857,Flat & Apartment,For Rent, 2, 2,0,70000,Dagoretti North,Lavington,Hatheru Road Lavington,-1.2915787,36.7573186,OK
171,3430077,Flat & Apartment,For Rent, 4, 4,0,90000,Dagoretti North,Riara Road,0,-1.2960444,36.7567319,OK
172,3430294,Flat & Apartment,For Rent, 1, 1,0,150000,Westlands,Rhapta Road,0,-1.2660783,36.8004109,OK
173,3422846,Flat & Apartment,For Rent, 3,0,102,210000,Westlands,Brookside,Brookside Close,-1.2561635,36.79194040000001,OK
174,3432207,Flat & Apartment,For Rent, 2, 3,0,45000,Thika Road,Thika Road,Safari Park,-1.2255608,36.8832294,OK
175,3426374,Flat & Apartment,For Rent, 3, 3,0,180000,Westlands,Brookside,Brookside Gardens,-1.256772,36.7902509,OK
176,3430268,Flat & Apartment,For Rent, 4, 3,51,85000,Thika Road,Usiu Rd,0,-1.2184326,36.879145,OK
177,3430088,Flat & Apartment,For Rent, 4, 4,0,150000,Dagoretti North,Kileleshwa,Githunguri Close,-1.2808722,36.7943948,OK
178,3429011,Flat & Apartment,For Rent, 2,0,0,55000,Dagoretti North,Lavington,0,-1.278937,36.7777984,OK
179,3432861,Flat & Apartment,For Rent, 3, 3,44,84000,Dagoretti North,Kileleshwa,0,-1.2807389,36.7816864,OK
180,3426411,Flat & Apartment,For Rent, 3, 3,0,230000,Westlands,Riverside,Riverside Drive,-1.2696645,36.7935343,OK
181,3429316,Flat & Apartment,For Rent, 3,0,0,90000,Westlands,Parklands,0,-1.2598822,36.8178918,OK
182,3425758,Flat & Apartment,For Rent, 1, 1,0,90000,Westlands,Westlands Area,Waiyaki Way,-1.2685652,36.8057413,OK
183,3432518,Studio,For Rent, 1, 1,145,70000,Dagoretti North,Lavington,0,-1.278937,36.7777984,OK
184,3432860,Flat & Apartment,For Rent, 2, 3,0,130000,Dagoretti North,Kileleshwa,Suguta Road,-1.2874427,36.7792424,OK
185,3431917,Flat & Apartment,For Rent, 3, 3,0,200000,Westlands,Parklands,0,-1.2598822,36.8178918,OK
186,3423069,Flat & Apartment,For Rent, 4,0,0,150000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
187,3425248,Flat & Apartment,For Rent, 2, 2,0,79000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
188,3431921,Flat & Apartment,For Rent, 3, 3,0,230000,Dagoretti North,Lavington,0,-1.278937,36.7777984,OK
189,3418739,Flat & Apartment,For Rent, 2, 3,0,110000,Westlands,Westlands Area,0,-1.2675001,36.812022,OK
190,3406268,Flat & Apartment,For Rent, 4, 4,0,180000,Westlands,Westlands Area,0,-1.2675001,36.812022,OK
191,3429435,Flat & Apartment,For Rent, 2, 2,0,75000,Dagoretti North,Kilimani,Kindaruma Road,-1.2977591,36.78987559999999,OK
192,3429660,Flat & Apartment,For Rent, 3, 5,3,120000,Dagoretti North,Kilimani,Oledume,-1.2976875,36.7744083,OK
193,3425119,Flat & Apartment,For Rent, 2, 2,0,130000,Dagoretti North,Kilimani,Off Dennis Pritt Road,-1.286516,36.7988595,OK
194,3432710,Flat & Apartment,For Rent, 3, 5,0,100000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
195,3430472,Flat & Apartment,For Rent, 3, 2,59,80000,Dagoretti North,Kilimani,Riara Road,-1.2979887,36.7648938,OK
196,3433103,Flat & Apartment,For Rent, 3, 2,0,75000,Dagoretti North,Kilimani,Ngong Rd,-1.2994605,36.7906854,OK
197,3430534,Flat & Apartment,For Rent, 3, 2,46,75000,Dagoretti North,Kilimani,Kirichwa Road,-1.2942147,36.7817814,OK
198,3426747,Flat & Apartment,For Rent, 2,0,0,65000,Dagoretti North,Kilimani,Kindaruma Road,-1.2977591,36.78987559999999,OK
199,3423170,Flat & Apartment,For Rent, 2, 3,83,150000,Dagoretti North,Kilimani,Kindaruma Road,-1.2977591,36.78987559999999,OK
200,3431053,Flat & Apartment,For Rent, 2, 1,0,60000,Langata,Upper Hill,0,-1.298356,36.8132306,OK
201,3431696,Flat & Apartment,For Rent, 3, 3,0,120000,Dagoretti North,Kilimani,Dennis Pritt Road,-1.286516,36.7988595,OK
202,3430172,Flat & Apartment,For Rent, 3, 4,0,180000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
203,3428113,Flat & Apartment,For Rent, 3, 4,0,200000,Dagoretti North,Kileleshwa,0,-1.2807389,36.7816864,OK
204,3431278,Flat & Apartment,For Rent, 2, 2,0,60000,Ngong Road,0,0,-1.334992,36.6726212,OK
205,3402456,Flat & Apartment,For Rent, 3, 3,0,120000,Dagoretti North,Kilimani,Elgeyo Marakwet Road,-1.2953231,36.7792372,OK
206,3431215,Studio,For Rent, 1, 1,0,100000,Dagoretti North,Kileleshwa,0,-1.2807389,36.7816864,OK
207,3403391,Studio,For Rent, 1, 1,28,60000,Ridgeways,0,0,-1.2306875,36.8492471,OK
208,3428026,Flat & Apartment,For Rent, 3, 3,48,95000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
209,3428954,Flat & Apartment,For Rent, 3, 3,0,200000,Westlands,General Mathenge,0,-1.2539757,36.7996946,OK
210,3428188,Flat & Apartment,For Rent, 1, 1,83,35000,Dagoretti North,Naivasha Road,0,-1.2809462,36.7366141,OK
211,3406056,Flat & Apartment,For Rent, 2, 3,0,200000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
212,3433153,Townhouse,For Rent, 3, 2,0,65000,Kiambu Road,Fourways Junction,0,-1.2131612,36.8379811,OK
213,3431500,Flat & Apartment,For Rent, 2, 2,0,180000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
214,3430606,Flat & Apartment,For Rent, 4, 4,0,140000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
215,3428788,Flat & Apartment,For Rent, 3, 4,0,100000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
216,3430798,Flat & Apartment,For Rent, 3, 3,46,90000,Dagoretti North,Kilimani,0,-1.29427,36.79937,OK
217,3431920,Flat & Apartment,For Rent, 2, 2,0,90000,Dagoretti North,Kileleshwa,0,-1.2807389,36.7816864,OK
